CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,PRO_OCUP_C,PROM_OCUP,OCUPVIVPAR,VPH_TV,VPH_RADIO,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,area
"1901900010100026","19","019","0001","0100","026",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0100","26","33","20","13","0","0","0","32","20","12","32","20","12","30","20","10","29","19","10","29","19","10","0","0","0",*,"0",*,*,*,*,*,*,"0","0","0","0","4","4","0","9","14","10","4","65","3","16","13","13","12","7","6","12",*,"0","0.41","2.75","33","12","7","11","11","12","12","11","7","0","0","0","0","13420"
190190001005A018,"19","019","0001",005A,"018",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,005A,"18","51","30","21","0","0","0","51","30","21","51","30","21","47","26","21","44","26","18","41","24","17","0","0","0","4","4","0","7","4","3","3","0","3","3",*,*,"4",*,"3","12","21","12","9","70","7","30","14","19","18","13","12","18",*,"0","0.47","2.83","51","18","11","18","16","18","17","17","11","0","0","0","0","10201"
"1901900010026009","19","019","0001","0026","009",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","9","139","71","68","6","5",*,"133","66","67","130","65","65","118","58","60","113","57","56","105","50","55","5","3",*,"10","5","5","13","5","8","5",*,"4","8","7",*,"15","5","10","37","27","14","13","95.77","26","95","18","39","38","36","35","38",*,"0","0.85","3.66","139","36","26","13","23","33","26","10","3","0",*,"8","0","4578"
"1901900010011031","19","019","0001","0011","031",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","31","72","35","37",*,*,*,"70","34","36","69","34","35","66","33","33","66","33","33","62","30","32",*,"0",*,"3",*,*,*,"0",*,"0","0","0","4","3",*,"12","9","3","21","18","10","8","105.71","6","50","16","22","21","21","20","21","0",*,"0.88","3.43","72","19","12","6","13","19","10","7",*,*,"0","10","0","2041"
"1901900010577040","19","019","0001","0577","040",Urbana,Parque o Jardín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1957"
"1901900010149029","19","019","0001","0149","029",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0149","29","44","19","25","0","0","0","44","19","25","44","19","25","38","17","21","34","16","18","33","16","17",*,*,"0","5",*,"4","8",*,"6","4",*,"3",*,"0",*,"9","5","4","14",*,*,*,"131.58","10","33",*,"8","8","5","5","8","0","0","0.76","5.5","44","8","5","8","7","8","8","6","5","0","0","0","0","7438"
"1901900010577065","19","019","0001","0577","065",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","65","33","12","21",*,*,*,"31","11","20","28","10","18","28","10","18","28","10","18","28","10","18","3",*,*,"0","0","0","0","0","0","0","0","0","0","0","0",*,"0",*,"5","7",*,"6","175","5","22","6","11","11","10","10","11","0","0","0.7","3","33","11","3","3","7","10","9","5",*,"0","0",*,"0","1388"
"1901900010577064","19","019","0001","0577","064",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","64","35","19","16",*,"0",*,"34","19","15","34","19","15","32","19","13","31","19","12","30","19","11","0","0","0",*,"0",*,"3","0","3",*,"0",*,*,"0",*,"7","6",*,"10","7","6",*,"84.21","4","26","5","10","10","8","8","10","0","0","0.71","3.5","35","9","5","4","8","9","8","5","5","0","0",*,"0","1497"
"1901900010596006","19","019","0001","0596","006",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6965"
"1901900010581031","19","019","0001","0581","031",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","31","53","22","31",*,*,"0","51","20","31","50","20","30","45","19","26","44","19","25","41","18","23",*,*,*,"4","0","4",*,"0",*,*,"0",*,"3",*,*,"3",*,*,"9","12","7","5","140.91","9","35","9","19","17","19","17","17",*,"0","0.8","3.12","53","17","16","8","14","16","12","7",*,"0","0","4","0","2865"
"1901900010331001","19","019","0001","0331","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","1","72","39","33",*,*,*,"70","38","32","68","37","31","63","34","29","58","31","27","57","31","26",*,*,*,"5","3",*,"7","4","3","5","3",*,*,"0",*,"8","5","3","17","5","3",*,"84.62","14","56",*,"22","22","22","22","22","0","0","0.8","3.27","72","22","14","15","15","22","18","14","7","0","0","3","0","2539"
"1901900010327019","19","019","0001","0327","019",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","19","199","88","111","5","3",*,"194","85","109","191","83","108","173","79","94","167","76","91","162","75","87","5",*,"3","16","4","12","16","5","11","6","3","3","5",*,"4","23","11","12","37","42","19","23","126.14","32","144","23","55","54","55","54","54",*,"0","0.81","3.69","199","54","36","28","39","50","42","26","21","0",*,"10","0","7342"
"1901900010280003","19","019","0001","0280","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0280","3","114","54","60",*,*,*,"102","49","53","102","49","53","91","44","47","84","41","43","78","38","40","0","0","0","11","5","6","14","6","8","7","3","4","6","3","3","22","11","11","28","15","6","9","111.11","20","77","7","28","28","25","25","28","0","0","0.53","4.07","114","25","18","25","22","24","25","21","20","0",*,"0","0","44907"
"1901900010401016","19","019","0001","0401","016",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0401","16","110","50","60","4",*,"3","106","49","57","103","48","55","86","40","46","82","40","42","78","38","40","6","3","3","14","6","8","14","3","11","4","0","4","4",*,*,"8","4","4","28","21","11","10","120","28","69","13","29","29","4","4","29","0","0","0.59","3.79","110","28","24","23","25","28","25","22","18","0","0",*,"0","137741"
"1901900010187001","19","019","0001","0187","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","1","84","46","38",*,*,*,"82","45","37","80","43","37","77","43","34","74","41","33","74","41","33","3",*,*,*,"0",*,"5",*,"3","3",*,*,"0","0","0","6","3","3","14","35","22","13","82.61","10","52","22","30","29","26","25","29",*,"0","0.46","2.9","84","29","24","24","28","29","28","25","17","0","0","0","0","91337"
"1901900010187069","19","019","0001","0187","069",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","69","0","0","0",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,"2",*,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,"8388"
"1901900010609004","19","019","0001","0609","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","4","145","74","71","5",*,"3","140","72","68","137","72","65","122","64","58","120","63","57","110","56","54","6",*,"5","12","7","5","11","5","6",*,*,*,"10","7","3","21","13","8","45","9","3","6","95.95","25","114","6","40","39","36","35","39","0",*,"0.95","3.72","145","38","25","26","35","38","34","23","15",*,"0",*,"0","4135"
"1901900010609003","19","019","0001","0609","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","3","68","31","37",*,"0",*,"66","31","35","63","30","33","56","27","29","55","27","28","53","26","27","3",*,*,"7","3","4","6","3","3",*,"0",*,*,*,*,"9","4","5","19","4",*,*,"119.35","13","51","4","18","18","15","15","18","0","0","1","3.78","68","18","12","11","15","18","17","13","5","0","0",*,"0","1991"
"1901900010609002","19","019","0001","0609","002",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11538"
"1901900010609001","19","019","0001","0609","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","1","159","74","85","3",*,*,"156","73","83","152","73","79","140","71","69","136","69","67","130","67","63","5",*,"4","11",*,"10","11",*,"9","4",*,*,"6",*,"4","26","18","8","46","3",*,*,"114.86","23","136","0","42","40","42","40","40",*,"0","0.97","3.98","159","39","25","27","31","40","38","23","15",*,"0",*,"0","4007"
"1901900010581037","19","019","0001","0581","037",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","37","157","72","85","8","3","5","149","69","80","144","68","76","130","64","66","124","60","64","120","59","61","8",*,"6","11","3","8","13","7","6","6","4",*,"4",*,"3","24","10","14","44","20","12","8","118.06","33","111","13","40","37","36","33","37",*,*,"1.08","4.24","157","35","29","16","18","35","27","18","10","0",*,"10","0","3299"
"1901900010581007","19","019","0001","0581","007",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9049"
"1901900010581006","19","019","0001","0581","006",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","6","39","20","19",*,"0",*,"38","20","18","37","20","17","33","18","15","32","17","15","31","17","14",*,"0",*,"4",*,*,"5","3",*,*,*,"0",*,"0",*,*,*,*,"8","12","5","7","95","7","20","12","14","13","14","13","13",*,"0","0.66","3","39","13","6","11","10","12","11","5","6","0","0",*,"0","7319"
"1901900010581005","19","019","0001","0581","005",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","5","101","57","44","10","3","7","91","54","37","91","54","37","85","51","34","79","46","33","73","45","28","0","0","0","6","3","3","10","6","4","6","5",*,"6",*,"5","11","7","4","27","17","13","4","77.19","22","67","12","31","27","16","12","27","4","0","0.82","3.74","101","26","21","11","17","22","16","8","7","0",*,"11","0","7088"
"1901900010581004","19","019","0001","0581","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","4","109","58","51","3",*,*,"106","57","49","101","54","47","85","42","43","81","41","40","75","38","37","7","5",*,"14","10","4","13","7","6","4",*,"3","6","3","3","18","9","9","30","16","10","6","87.93","28","66","15","36","34","26","24","34",*,"0","1.16","3.21","109","29","22","9","13","31","21","9","4","3",*,"12","0","7592"
"1901900010581003","19","019","0001","0581","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","3","128","59","69","4",*,"3","124","58","66","122","58","64","117","56","61","114","54","60","111","53","58",*,"0",*,"5",*,"3","6","3","3","3",*,*,"3",*,*,"11","4","7","28","24","15","9","116.95","14","93","21","57","52","37","32","52","5","0","0.66","2.46","128","49","37","34","36","47","42","23","26","0","0","8","0","7460"
"1901900010581002","19","019","0001","0581","002",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","2","122","53","69","3",*,*,"119","52","67","116","51","65","110","49","61","108","48","60","106","47","59","3",*,*,"6",*,"4","5",*,"3",*,*,*,*,*,*,"31","12","19","29","23","12","11","130.19","14","96","12","46","39","40","33","39","6",*,"0.9","3.13","122","31","19","18","20","36","24","10","7","5","0","14","0","7131"
"1901900010581001","19","019","0001","0581","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","1","216","119","97","8",*,"6","208","117","91","198","110","88","182","102","80","176","98","78","169","94","75","11","8","3","15","7","8","15","6","9","6","4",*,"7","4","3","27","17","10","59","43","31","12","81.51","40","137","39","68","63","44","39","63","3",*,"0.94","3.43","216","60","42","23","29","58","40","30","8","0",*,"21","0","7187"
"1901900010577039","19","019","0001","0577","039",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","39","51","27","24",*,*,"0","50","26","24","50","26","24","45","23","22","44","23","21","41","22","19",*,*,"0","3",*,*,"3",*,*,*,"0",*,"3",*,*,"11","7","4","15","12","5","7","88.89","7","35","9","18","15","16","13","15","3","0","0.74","3.4","51","15","8","6","11","15","12","7","3","0","0","3","0","2937"
"1901900010577026","19","019","0001","0577","026",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7318"
"1901900010577024","19","019","0001","0577","024",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","24","109","52","57","5","0","5","104","52","52","103","52","51","92","45","47","89","43","46","86","41","45","3",*,*,"9","6","3","10","6","4","3",*,*,"3",*,*,"12","6","6","22","24","12","12","109.62","20","71","18","37","31","34","28","31","5",*,"0.84","3.52","109","25","14","18","18","29","19","13","8","6","0","9","0","7735"
"1901900010577023","19","019","0001","0577","023",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","23","35","17","18","0","0","0","35","17","18","35","17","18","30","15","15","29","14","15","28","14","14",*,*,*,"3",*,*,"3",*,*,*,*,"0",*,"0",*,"3",*,*,"6","10","6","4","105.88","6","20","9","12","9","12","9","9",*,*,"0.73","3.89","35","9","8","5","7","5","5","6","4","0",*,"3","0","7554"
"1901900010562003","19","019","0001","0562","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0562","3","10","4","6","0","0","0","10","4","6","10","4","6","9","4","5","9","4","5","9","4","5","0","0","0",*,"0",*,*,"0",*,"0","0","0","0","0","0","0","0","0",*,"4",*,*,"150",*,"5","4","7","4","7","4","4","3","0","0.43","2.5","10","4","3","4","4","4","4","4","4","0","0","0","0","3039"
"1901900010558047","19","019","0001","0558","047",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","47","14","6","8","0","0","0","14","6","8","14","6","8","13","6","7","12","5","7","12","5","7","0","0","0",*,"0",*,*,*,*,*,*,"0","0","0","0",*,*,"0","3","3","0","3","133.33",*,"9","3","6","5","6","5","5",*,"0","0.42","2.8","14","5","4","5","5","5","5","4","5","0","0","0","0","20498"
"1901900010558046","19","019","0001","0558","046",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","46","72","44","28","0","0","0","72","44","28","71","43","28","66","42","24","65","41","24","62","38","24",*,*,*,"4",*,"3",*,*,"0",*,*,"0","3","3","0","6","5",*,"26","16","7","9","63.64","7","56","9","23","20","23","20","20","3","0","0.47","3.6","72","20","20","18","19","19","19","16","17","0","0",*,"0","38171"
"1901900010558045","19","019","0001","0558","045",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","45","85","49","36","0","0","0","85","49","36","82","48","34","78","46","32","77","45","32","74","44","30","5",*,"4",*,*,"0","3","3","0",*,*,"0","3",*,*,"16","12","4","30","16","9","7","73.47","8","64","13","23","22","23","22","22",*,"0","0.49","3.86","85","22","19","21","22","22","22","19","21","0","0","0","0","28186"
"1901900010558044","19","019","0001","0558","044",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","44","47","27","20",*,*,"0","46","26","20","46","26","20","38","21","17","34","21","13","32","19","13",*,*,*,"6","4",*,"9","3","6","4","0","4",*,*,"0",*,*,*,"13","4",*,*,"74.07","13","32",*,"17","13","17","13","13","4","0","0.49","3.62","47","13","13","13","13","13","13","13","12","0","0","0","0","22079"
"1901900010577018","19","019","0001","0577","018",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2966"
"1901900010558014","19","019","0001","0558","014",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","14","117","60","57","4",*,*,"113","58","55","110","55","55","105","52","53","103","52","51","101","51","50","6","5",*,*,*,*,"3","0","3",*,"0",*,*,*,*,"6","4",*,"35","20","8","12","95","14","92","11","62","56","61","55","56","4",*,"0.44","2.09","117","54","54","55","52","56","56","46","50","0","0","0","0","45593"
"1901900010558012","19","019","0001","0558","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","12","21","12","9",*,"0",*,"20","12","8","19","11","8","18","10","8","18","10","8","17","10","7",*,*,"0",*,*,"0",*,*,"0","0","0","0",*,"0",*,*,"0",*,"5","6","3","3","75","3","17",*,"8","8","8","8","8","0","0","0.4","2.63","21","8","8","7","8","8","8","6","8","0","0","0","0","9683"
"1901900010558010","19","019","0001","0558","010",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","10","21","13","8","0","0","0","21","13","8","20","12","8","18","11","7","16","11","5","16","11","5",*,*,*,*,*,"0","3",*,*,*,"0",*,"0","0","0","3","3","0","9",*,"0",*,"61.54","5","16","0","5","5","4","4","5","0","0","0.68","4.2","21","5","4","5","5","5","5","5","5","0","0","0","0","9456"
"1901900010558005","19","019","0001","0558","005",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","5","38","23","15",*,*,"0","36","21","15","36","21","15","33","20","13","32","19","13","29","17","12","0","0","0","3",*,*,*,*,*,*,*,"0","3",*,*,"3","3","0","14","7","3","4","65.22","6","28","4","11","11","11","11","11","0","0","0.46","3.45","38","11","10","11","11","11","11","11","11","0","0","0","0","13973"
"1901900010558004","19","019","0001","0558","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","4","58","31","27",*,"0",*,"57","31","26","57","31","26","54","30","24","53","30","23","48","28","20",*,"0",*,*,*,*,"3",*,*,*,"0",*,"5",*,"3","9","7",*,"19","11","5","6","87.1","5","46","7","18","17",*,*,"17","0",*,"0.47","3.41","58","17","13","16","17","17","17","15","17","0","0","0","0","14377"
"1901900010543029","19","019","0001","0543","029",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0543","29","62","26","36",*,*,*,"60","25","35","58","25","33","54","24","30","54","24","30","51","23","28",*,"0",*,"4",*,"3",*,"0",*,"0","0","0","3",*,*,"7",*,"6","9","17","10","7","138.46","8","46","8","20","16","20","16","16",*,*,"0.84","3.88","62","15","13","11","15","15","16","10","6","0","0","0","0","3334"
"1901900010543028","19","019","0001","0543","028",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0543","28","94","46","48","4",*,"3","90","45","45","89","45","44","82","41","41","77","41","36","72","39","33",*,*,*,"6","3","3","11","3","8","5","0","5","5",*,"3","11","4","7","26","19","11","8","104.35","17","70","7","30","25","11","6","25","5","0","0.69","3.76","94","24","14","15","21","25","22","15","10",*,"0","3","0","2846"
"1901900010543027","19","019","0001","0543","027",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0543","27","94","47","47","0","0","0","94","47","47","92","45","47","82","40","42","76","37","39","72","33","39",*,*,"0","10","5","5","15","7","8","6","3","3","4","4","0","10",*,"9","18","23","13","10","100","18","60","16","28","28","17","17","28","0","0","0.67","3.36","94","27","23","21","21","26","25","17","14","0","0",*,"0","2641"
