RML,NOMBRE_COL,AREA,CALLE,NIVELES,US_ACT2011
25 092 013,REVOLUCION III,"112",DIVISION DEL NORTE L13 M92,"2",HU
25 093 007,REVOLUCION III,"308",ROQUE GONZALEZ G L   M93,"2",HM
25 037 008,FOMERREY 22,"99",COBRE 218,"1",HU
25 035 010,FOMERREY 22,"113",CARBONO 218,"2",HU
25 034 027,FOMERREY 22,"100",URANIO 217,"2",HU
25 036 027,FOMERREY 22,"105",CARBONO 217,"2",HU
25 092 010,REVOLUCION III,"111",PABLO GONZALEZ L10 M92,"2",HU
25 034 026,FOMERREY 22,"111",URANIO 215,"2",HU
25 035 026,,"112",PLATA 215 FOMERREY 22,"2",HU
25 036 026,FOMERREY 22,"108",CARBONO 215,"2",HU
25 094 011,REVOLUCION III,"319",ROQUE GONZALEZ G L11 M94,"2",HM
25 037 025,FOMERREY 22,"96",ZINC 217,"2",HM
25 093 011,REVOLUCION III,"123",PABLO GONZALEZ L11 M93,"2",HU
25 092 012,REVOLUCION III,"109",DIVISION DEL NORTE L12 M92,"2",HU
25 035 011,FOMERREY 22,"115",CARBONO M 216,"2",HU
25 034 011,FOMERREY 22,"112",PLATA 216,"2",HU
25 037 009,FOMERREY 22,"107",COBRE 216,"1",HU
25 037 024,FOMERREY XXII,"103",ZINC 215,"2",HU
25 094 008,REVOLUCION III,"325",LUIS CABRERA L8 M94,"2",HM
25 093 010,REVOLUCION III,"111",PABLO GONZALEZ L10 M93,"2",C
25 036 011,FOMERREY 22,"107",ZINC 216,"1",HU
25 092 011,REVOLUCION III,"116",PABLO GONZALEZ L11 M92,"2",HU
25 034 025,FOMERREY 22,"92",URANIO 213,"2",HU
25 034 012,FOMERREY 22,"96",PLATA 214,"2",HU
25 035 012,FOMERREY 22,"100",CARBONO 214,"1",HU
25 036 025,FOMERREY 22,"104",CARBONO 213,"2",HU
25 035 025,FOMERREY 22,"100",PLATA 217,"2",HU
25 037 010,FOMERREY 22,"102",COBRE 214,"2",HU
25 095 011,REVOLUCION III,"332",LUIS CABRERA L11 M95,"2",HM
25 034 024,,"109",URANIO 211,"2",HU
25 037 023,FOMERREY 22,"100",ZINC 213,"2",HU
25 034 013,FOMERREY 22,"109",PLATA 212,"2",HU
25 095 008,REVOLUCION III,"321",FELIPE ANGELES L8 M95,"2",HM
25 093 009,REVOLUCION III,"100",PABLO GONZALEZ L9 M93,"2",HU
25 036 024,FOMERREY 22,"107",CARBONO 211,"2",HU
25 041 001,FOMERREY XXII,"1312",POTASIO L 1 M 41,"0",EA
25 037 022,FOMERREY XXII,"105",ZINC 211,"2",HU
25 035 024,FOMERREY 22,"116",PLATA 211,"2",HU
25 035 013,FOMERREY 22,"116",CARBONO 212,"2",HU
25 093 008,REVOLUCION III,"334",ROQUE GONZALEZ G L8 M93,"2",M
25 037 011,FOMERREY 22,"108",COBRE 212,"1",HU
25 036 013,FOMERREY 22,"104",ZINC 212,"1",HU
25 034 023,FOMERREY 22,"109",URANIO 209,"1",HU
25 034 014,FOMERREY 22,"109",PLATA 210,"1",HU
25 035 014,FOMERREY 22,"106",CARBONO 210,"1",HU
25 036 023,FOMERREY 22,"108",CARBONO 209,"1",HU
25 036 014,FOMERREY 22,"106",ZINC 210,"2",HU
25 094 010,REVOLUCION III,"307",ROQUE GONZALEZ G L10 M94,"2",HM
25 035 023,FOMERREY 22,"107",PLATA 209,"2",M
25 037 021,FOMERREY 22,"101",ZINC 209,"1",HU
25 037 012,FOMERREY 22,"103",COBRE 210,"2",HM
25 094 009,REVOLUCION III,"313",LUIS CABRERA L9 M94,"2",HM
25 035 022,FOMERREY 22,"109",PLATA 207,"2",HU
25 034 015,FOMERREY 22,"108",PLATA 208,"1",HU
25 035 015,FOMERREY 22,"108",CARBONO 208,"1",HU
25 036 015,FJOMERREY 22,"105",ZINC 208,"2",HU
25 034 022,FOMERREY 22,"108",URANIO 207,"2",M
25 036 022,FOMERREY 22,"109",CARBONO 207,"1",HU
25 037 020,FOMERREY 22,"98",ZINC 207,"2",HU
25 034 021,FOMERREY 22,"106",URANIO 205,"2",HU
25 035 016,FOMERREY 22,"108",CARBONO 206,"2",HM
25 036 021,FOMERREY 22,"117",CARBONO 205,"2",HU
25 036 016,FOMERREY 22,"113",ZINC 206,"2",M
25 095 009,REVOLUCION III,"300",FELIPE ANGELES L9 M95,"2",HM
25 095 010,REVOLUCION III,"310",LUIS CABRERA L10 M95,"2",HM
25 035 021,FOMERREY 22,"109",PLATA 205,"2",HU
25 037 013,FOMERREY 22,"100",COBRE 208,"2",HU
25 037 019,FOMERREY 22,"107",ZINC 205,"2",HU
25 037 014,FOMERREY 22,"109",COBRE 206,"1",HU
25 034 016,FOMERREY 22,"339",PLATA 602,"1",S
25 034 020,FOMERREY 22,"112",URANIO 203,"2",HU
25 035 017,FOMERREY 22,"115",CARBONO 204,"1",HU
25 036 017,FOMERREY 22,"102",ZINC 204,"0",HU
25 035 020,FOMERREY XXII,"120",PLATA 203,"2",HU
25 036 020,FOMERREY 22,"107",CARBONO 203,"1",HU
25 037 018,FOMERREY 22,"110",ZINC 203,"2",HU
25 034 019,FOMERREY 22,"124",URANIO 201 Y PLOMO,"2",C
25 035 018,FOMERREY 22,"127",CARBONO 202,"1",HU
25 035 019,,"121",PLATA 201,"2",C
25 036 018,FOMERREY 22,"133",ZINC 202 Y PLOMO,"3",HM
25 037 015,FOMERREY 22,"111",COBRE 204,"2",HU
25 037 016,FOMERREY 22,"173",COBRE 202,"2",C
25 036 019,FOMERREY 22,"134",CARBONO 201,"2",HU
25 037 017,FOMERREY 22,"140",ZINC 201,"2",HU
25 046 038,FOMERREY 22,"101",URANIO 135,"2",C
25 047 001,FOMERREY 22,"102",CARBONO 138,"2",HU
25 046 001,FOMERREY 22,"105",PLATA 136,"2",HU
25 047 040,FOMERREY 22,"104",PLATA 137,"2",HU
25 047 039,FOMERREY 22,"109",PLATA 135,"2",HU
25 046 002,FOMERREY 22,"110",PLATA 134,"2",HU
25 047 002,FOMERREY 22,"111",CARBONO 136,"2",HU
25 046 037,FOMERREY 22,"112",URANIO 133,"1",HU
25 046 036,FOMERREY 22,"115",URANIO 131,"1",HU
25 047 038,FOMERREY 22,"107",PLATA 133,"2",HM
25 047 003,FOMERREY 22,"108",CARBONO 134,"2",HU
25 046 003,FOMERREY 22,"116",PLATA 132,"1",HU
25 046 035,FOMERREY 22,"103",URANIO 129,"2",HU
25 046 004,FOMERREY 22,"104",PLATA 130,"2",HU
25 047 037,FOMERREY 22,"111",PLATA 131,"2",HU
25 047 004,FOMERREY 22,"113",CARBONO 132,"2",HU
25 046 034,FOMERREY 22,"111",URANIO 127,"2",HM
25 047 005,FOMERREY 22,"119",CARBONO 130,"2",HU
25 047 036,FOMERREY 22,"118",PLATA 129,"2",HM
25 046 005,FOMERREY 22,"111",PLATA 128,"2",HM
25 046 006,FOMERREY 22,"115",PLATA 126,"1",HU
25 046 033,FOMERREY XXII,"113",URANIO 125,"2",HU
25 047 035,FOMERREY 22,"101",PLATA 127,"1",HU
25 047 006,FOMERREY 22,"103",CARBONO 128,"2",HU
25 046 032,FOMERREY 22,"112",URANIO 123,"2",HU
25 046 007,FOMERREY 22,"114",PLATA 124,"1",HU
25 047 034,FOMERREY 22,"111",PLATA 125,"1",HU
25 047 007,FOMERREY 22,"113",CARBONO 126,"2",HU
25 047 033,FOMERREY 22,"100",PLATA 123,"3",HM
25 047 008,FOMERREY 22,"101",CARBONO 124,"1",HU
25 046 008,FOMERREY 22,"109",PLATA 122,"2",HU
25 046 031,FOMERREY 22,"115",URANIO 121,"1",HU
25 047 032,FOMERREY 22,"119",PLATA 121,"2",HM
25 047 009,FOMERREY 22,"113",CARBONO 122,"2",HU
25 046 009,FOMERREY 22,"112",PLATA 120,"2",HM
25 046 030,FOMERREY 22,"111",URANIO 119,"1",HU
25 046 029,FOMERREY 22,"105",URANIO 117,"1",HU
25 047 031,FOMERREY 22,"98",PLATA 119,"2",HU
25 047 010,FOMERREY 22,"96",CARBONO 120,"2",M
25 046 010,FOMERREY 22,"106",PLATA 118,"1",HU
25 046 028,FOMERREY 22,"111",URANIO 115,"1",HU
25 047 011,FOMERREY 22,"126",CARBONO 118,"2",HU
25 047 030,FOMERREY 22,"122",PLATA 117,"1",HM
25 046 011,FOMERREY XXII,"114",PLATA 116,"2",HU
25 046 027,FOMERREY 22,"106",URANIO 113,"2",HU
25 047 029,FOMERREY 22,"107",PLATA 115,"2",HU
25 046 012,FOMERREY 22,"107",PLATA 114,"2",HM
25 047 012,FOMERREY 22,"107",CARBONO 116,"2",HU
25 046 013,FOMERREY 22,"117",PLATA 112,"2",HU
25 047 028,FOMERREY 22,"117",PLATA 123,"1",HU
25 047 013,FOMERREY 22,"118",CARBONO 114,"1",HU
25 046 026,FOMERREY 22,"116",URANIO 111,"1",HU
25 047 027,FOMERREY 22,"109",PLATA 111,"2",HU
25 046 025,FOMERREY 22,"106",URANIO 109,"1",HU
25 047 014,FOMERREY 22,"109",CARBONO 112,"1",HU
25 046 014,VALLE DEL OBISPO,"109",PLATA 110,"2",HU
25 046 015,FOMERREY 22,"109",PLATA 108,"1",HU
25 046 024,FOMERREY 22,"107",URANIO 107,"2",HU
25 047 015,FOMERREY 22,"113",CARBONO 110,"2",HM
25 047 026,FOMERREY 22,"113",PLATA 109,"1",HU
25 046 016,FOMERREY 22,"113",PLATA 106,"1",HM
25 047 025,FOMERREY 22,"111",PLATA 107,"3",HM
25 046 023,FOMERREY 22,"111",URANIO 105,"2",HU
25 047 016,FOMERREY 22,"109",CARBONO 108,"2",HU
25 047 017,FOMERREY 22,"113",CARBONO 106,"2",HU
25 047 024,FOMERREY 22,"115",PLATA 105,"1",HU
25 046 022,FOMERREY 22,"115",URANIO 103,"2",HU
25 046 017,,"116",PLATA 104 FOMERREY 22,"1",HU
25 047 018,FOMERREY 22,"108",CARBONO 104,"1",S
25 047 023,,"110",PLATA 103 FOMERREY 22,"2",HU
25 047 021,FOMERREY 22,"150",AV LAS TORRES 703,"1",HU
25 046 018,FOMERREY 22,"171",AV LAS TORRES 607,"2",HM
25 047 022,FOMERREY 22,"150",LAS TORRES 701,"2",M
25 046 021,FOMERREY 22,"131",AVE LAS TORRES 601,"2",C
25 046 019,FOMERREY 22,"169",AV LAS TORRES 610,"2",C
25 047 020,FOMERREY 22,"165",LAS TORRES 705,"1",HU
25 047 019,FOMERREY 22,"189",LAS TORRES 707,"2",M
25 046 020,FOMERREY 22,"134",AV LAS TORRES 603,"2",HU
25 185 001,CONJ HAB REVOLUCION,"342",PEDRO REYES ZU/IGA L1  M185,"2",HM
25 185 004,CONJ HAB REVOLUCION,"341",PEDRO REYES ZU/IGA L4  M185,"2",HM
25 185 002,CONJ HAB REVOLUCION,"344",PEDRO REYES ZU/IGA L2  M185,"2",HM
25 185 003,CONJ HAB REVOLUCION,"341",PEDRO REYES ZU/IGA L3  M185,"2",HM
25 185 018,CONJ HAB REVOLUCION,"289",BATALLONES ROJOS L18 M185,"2",HM
25 185 005,CONJ HAB REVOLUCION,"342",PEDRO REYES ZU/IGA L5  M185,"2",HM
25 185 008,CONJ HAB REVOLUCION,"331",PEDRO REYES ZU/IGA L8  M185,"2",HM
25 185 006,CONJ HAB REVOLUCION,"332",PEDRO REYES ZU/IGA L6  M185,"2",HM
25 185 016,CONJ HAB REVOLUCION,"283",BATALLONES ROJOS L16 M185,"2",HM
25 185 015,CONJ HAB REVOLUCION,"287",BATALLONES ROJOS L15 M185,"2",HM
25 185 007,CONJ HAB REVOLUCION,"344",PEDRO REYES ZU/IGA L7  M185,"2",HM
25 185 014,CONJ HAB REVOLUCION,"293",BATALLONES ROJOS L14 M185,"2",HM
25 185 017,CONJ HAB REVOLUCION,"289",BATALLONES ROJOS L17 M185,"2",HM
25 185 013,CONJ HAB REVOLUCION,"285",BATALLONES ROJOS L13 M185,"2",HM
25 185 012,CONJ HAB REVOLUCION,"301",BATALLONES ROJOS L12 M185,"2",HM
25 185 009,CONJ HAB REVOLUCION,"462",BATALLONES ROJOS L9  M185,"2",HM
25 185 011,CONJ HAB REVOLUCION,"293",BATALLONES ROJOS L11 M185,"2",HM
25 185 010,CONJ HAB REVOLUCION,"551",BATALLONES ROJOS L10 M185,"2",HM
25 183 001,CONJ HAB REVOLUCION,"289",BATALLONES ROJOS L1  M183,"2",HM
25 183 002,CONJ HAB REVOLUCION,"314",BATALLONES ROJOS L2  M183,"2",HM
25 183 003,CONJ HAB REVOLUCION,"301",BATALLONES ROJOS L3  M183,"2",HM
25 183 020,CONJ HAB REVOLUCION,"318",PEDRO N PERALES L20 M183,"2",HM
25 183 004,CONJ HAB REVOLUCION,"310",BATALLONES ROJOS L4  M183,"2",HM
25 183 005,CONJ HAB REVOLUCION,"317",BATALLONES ROJOS L5  M183,"2",HM
25 183 006,CONJ HAB REVOLUCION,"310",BATALLONES ROJOS L6 M183,"2",HM
25 183 010,CONJ HAB REVOLUCION,"256",BATALLONES ROJOS L10 M183,"2",C
25 183 007,CONJ HAB REVOLUCION,"308",BATALLONES ROJOS L7 M183,"2",HM
25 183 008,CONJ HAB REVOLUCION,"303",BATALLONES ROJOS L8  M183,"2",HM
25 183 019,CONJ HAB REVOLUCION,"337",PEDRO N PERALES L19 M183,"2",HM
25 183 009,CONJ HAB REVOLUCION,"315",BATALLONES ROJOS L9  M183,"2",HM
25 183 015,CONJ HAB REVOLUCION,"323",PEDRO N PERALES L15 M183,"2",HM
25 183 018,CONJ HAB REVOLUCION,"322",PEDRO N PERALES L18 M183,"2",HM
25 183 017,CONJ HAB REVOLUCION,"326",PEDRO N PERALES L17 M183,"2",HM
25 183 016,CONJ HAB REVOLUCION,"332",PEDRO N PERALES L16 M183,"2",HM
25 183 011,CONJ HAB REVOLUCION,"227",PEDRO N PERALES L11 M183,"2",HM
25 183 014,CONJ HAB REVOLUCION,"313",PEDRO N PERALES L14 M183,"2",HM
25 183 013,CONJ HAB REVOLUCION,"305",PEDRO N PERALES L13 M183,"2",HM
25 183 012,CONJ HAB REVOLUCION,"314",PEDRO N PERALES L12 M183,"2",HM
25 181 001,CONJ HAB REVOLUCION,"365",PEDRO N PERALES L1  M181,"2",HM
25 181 002,CONJ HAB REVOLUCION,"320",PEDRO N PERALES L2  M181,"2",C
25 181 003,CONJ HAB REVOLUCION,"314",PEDRO N PERALES L3  M181,"2",HM
25 181 004,CONJ HAB REVOLUCION,"323",PEDRO N PERALES L4  M181,"2",HM
25 181 005,CONJ HAB REVOLUCION,"320",PEDRO N PERALES L5  M181,"2",HM
25 181 006,CONJ HAB REVOLUCION,"320",PEDRO N PERALES L6  M181,"2",HM
25 181 007,CONJ HAB REVOLUCION,"325",PEDRO N PERALES L7  M181,"2",HM
25 181 020,CONJ HAB REVOLUCIO,"419",MANUEL HUERTA L20 M181,"2",M
25 181 010,CONJ HAB REVOLUCION,"316",PEDRO N PERALES L10 M181,"2",HM
25 181 008,CONJ HAB REVOLUCION,"317",PEDRO N PERALES L8  M181,"2",HM
25 181 019,CONJ HAB REVOLUCIO,"313",MANUEL HUERTA L19 M181,"2",HM
25 181 009,CONJ HAB REVOLUCION,"328",PEDRO N PERALES L9  M181,"2",HM
25 181 018,CONJ HAB REVOLUCIO,"309",MANUEL HUERTA L18 M181,"2",HM
25 181 017,CONJ HAB REVOLUCIO,"319",MANUEL HUERTA L17 M181,"2",HM
25 181 016,CONJ HAB REVOLUCIO,"317",MANUEL HUERTA L16 M181,"2",HM
25 181 015,CONJ HAB REVOLUCIO,"321",MANUEL HUERTA L15 M181,"2",HM
25 181 014,CONJ HAB REVOLUCIO,"325",MANUEL HUERTA L14 M181,"2",C
25 181 011,CONJ HAB REVOLUCIO,"283",MANUEL HUERTA L11 M181,"2",HM
25 181 013,CONJ HAB REVOLUCIO,"318",MANUEL HUERTA L13 M181,"2",HM
25 181 012,CONJ HAB REVOLUCIO,"330",MANUEL HUERTA L12 M181,"2",HM
25 134 001,VISTA MONTA/A,"60",FCO CARDENAS 322,"2",HU
25 180 001,CONJ HAB REVOLUCION,"336",MANUEL HUERTA L1  M180,"2",M
25 180 002,CONJ HAB REVOLUCION,"314",MANUEL HUERTA L2  M180,"2",M
25 134 002,VISTA MONTA/A,"52",FCO CARDENAS 320,"2",HU
25 135 022,VISTA MONTA/A,"47",FRANCISCO CARDENAS 321,"2",HU
25 135 001,VISTA MONTA/A,"48",ANACLETO GUERRERO 322,"2",HU
25 134 003,VISTA MONTA/A,"60",FRANCISCO CARDENAS 318,"2",HU
25 135 021,VISTA MONTA/A,"51",FRANCISCO CARDENAS 319,"2",HU
25 136 022,VISTA MONTA/A,"59",ANACLETO GUERRERO 321,"2",HU
25 135 002,VISTA MONTA/A,"52",ANACLETO GRRO 320,"2",HU
25 134 004,VISTA MONTA/A,"57",FCO CARDENAS PTE 316,"2",HU
25 135 020,VISTA MONTA/A,"45",FRANCISCO CARDENAS 317,"2",HU
25 136 001,VISTA MONTA/A,"55",NICEFORO ZAMBRANO 322,"0",HU
25 135 003,VISTA MONTA/A,"44",ANACLETO GRRO 318,"2",HU
25 134 005,VISTA MONTA/A,"59",FRANCISCO CARDENAS 314,"2",HU
25 135 019,VISTA MONTA/A,"47",FRANCISCO CARDENAS 315,"2",HU
25 136 002,VISTA MONTA/A,"58",NICEFORO ZAMBRANO PTE 320,"2",HU
25 135 004,VISTA MONTA/A,"47",ANACLETO GUERRERO 316,"2",HU
25 136 021,VISTA MONTA/A,"65",ANACLETO GUERRERO 319,"2",HU
25 136 020,VISTA MONTA/A,"61",ANACLETO GRRO PTE 317,"2",HU
25 906 001,,"170",,"2",HU
25 135 018,VISTA MONTA/A,"39",FRANCISCO CARDENAS 313,"2",HU
25 134 006,VISTA MONTA/A,"61",FRANCISCO CARDENAS 312,"2",HU
25 136 003,VISTA MONTA/A,"55",NICEFORO ZAMBRANO 318,"2",HU
25 135 005,VISTA MONTA/A,"39",ANACLETO GUERRERO 314,"2",HU
25 136 019,VISTA MONTA/A,"62",ANACLETO GUERRERO 315,"2",HU
25 180 013,CONJ HAB REVOLUCION,"335",EVERARDO SOSA L13 M180,"2",M
25 135 017,VISTA MONTA/A,"51",FRANCISCO CARDENAS 311,"2",HU
25 180 012,CONJ HAB REVOLUCION,"327",EVERARDO SOSA L12 M180,"2",M
25 134 007,VISTA MONTA/A,"56",FCO CARDENAS 310,"2",HU
25 136 004,VISTA MONTA/A,"55",NICEFORO ZAMBRANO 316,"2",HU
25 135 006,VISTA MONTA/A,"51",ANACLETO GUERRERO 312,"2",HU
25 136 018,VISTA MONTA/A,"64",ANACLETO GUERRERO L18 M136,"2",HU
25 179 001,CONJ HAB REVOLUCION,"632",AQUILES SERDAN  No. 1501,"0",S
25 135 016,VISTA MONTA/A,"55",FRANCISCO CARDENAS 309,"2",HU
25 135 007,VISTA MONTA/A,"54",ANACLETO GUERRERO 310,"2",HU
25 134 008,VISTA MONTA/A,"57",FCO CARDENAS 308,"2",HU
25 136 005,VISTA MONTA/A,"56",NICEFORO ZAMBRANO 314,"2",HU
25 906 002,,"119",,"1",HU
25 136 017,VISTA MONTA/A,"61",ANACLETO GUERRERO 311,"2",HU
25 135 015,VISTA MONTA/A,"56",FRANCISCO CARDENAS 307,"2",HU
25 134 009,VSITA MONTA/A,"51",FRANCISCO CARDENAS 306,"2",HU
25 136 006,VISTA MONTA/A,"54",NICEFORO ZAMBRANO 312,"2",HU
25 906 003,,"120",,"1",HU
25 136 016,VISTA MONTA/A,"67",ANACLETO GUERRERO 309,"2",HU
25 135 008,VISTA MONTA/A,"55",ANACLETO GUERRERO 308,"2",HU
25 134 010,VISTA MONTA/A,"59",FCO CARDENAS 304,"2",HU
25 135 014,VISTA MONTA/A,"49",FRANCISCO CARDENAS 305,"2",HU
25 136 007,VISTA MONTA/A,"59",NICEFORO ZAMBRANO 310,"2",HU
25 136 015,VISTA MONTA/A,"64",ANACLETO GUERRERO PTE 307,"2",HU
25 135 009,VISTA MONTA/A,"48",ANACLETO GUERRERO 306,"2",HU
25 134 011,VISTA MONTA/A,"53",FRANCISCO CARDENAS 302,"2",HU
25 135 013,VISTA MONTA/A,"48",FCO CARDENAS 303,"2",HU
25 136 008,VISTA MONTA/A,"56",NICEFORO ZAMBRANO 308,"2",HU
25 136 014,VISTA MONTA/A,"66",ANACLETO GUERRERO 305,"2",HU
25 135 010,VISTA MONTA/A,"46",ANACLETO GRRO PTE 304,"2",HU
25 135 012,VISTA MONTA/A,"44",FRANCISCO CARDENAS 301,"2",HU
25 906 004,,"119",,"1",HU
25 906 005,,"119",,"1",HU
25 136 009,VISTA MONTA/A,"58",NICEFORO ZAMBRANO 306,"2",HU
25 136 013,VISTA MONTA/A,"63",ANACLETO GUERRERO 303,"2",HU
25 135 011,VISTA MONTA/A,"46",ANACLETO GRRO PTE 302,"2",HU
25 136 012,VISTA MONTA/A,"69",ANACLETO GUERRERO 301,"2",HU
25 136 010,VISTA MONTA/A,"54",NICEFORO ZAMBRANO PTE 304,"2",HU
25 179 018,CONJ HAB REVOLUCION,"303",AQUILES SERDAN L18 M179,"2",M
25 179 010,CONJ HAB REVOLUCION,"346",EVERARDO SOSA L10 M179,"2",HM
25 136 011,VISTA MONTA/A,"58",NICEFORO ZAMBRANO L11 M136,"2",HU
25 906 006,,"121",,"1",HU
25 179 015,CONJ HAB REVOLUCION,"309",AQUILES SERDAN L15 M179,"2",M
25 906 007,,"113",,"1",HU
25 140 001,VISTA MONTA/A,"59",FRANCISCO CARDENAS 222,"2",HU
25 140 002,VISTA MONTA/A,"59",FCO CARDENAS PTE 220,"2",HU
25 141 022,VISTA MONTA/A,"56",FRANCISCO CARDENAS 221,"2",HU
25 906 008,,"124",,"1",HU
25 179 011,CONJ HAB REVOLUCION,"363",AQUILES SERDAN L11 M179,"2",HM
25 141 001,VISTA MONTA/A,"58",ANACLETO GUERRERO 222,"2",HU
25 141 021,VISTA MONTA/A,"52",FRANCISCO CARDENAS 219,"2",HU
25 140 003,VISTA MONTA/A,"57",FCO CARDENAS 218,"2",HU
25 906 009,,"120",,"1",HU
25 141 002,VISTA MONTA/A,"54",ANACLETO GUERRERO 220,"2",HU
25 141 020,VISTA MONTA/A,"50",FRANCISCO CARDENAS 217,"2",HU
25 140 004,VISTA MONTA/A,"62",FRANCISCO CARDENAS 216,"2",HU
25 141 003,VISTA MONTA/A,"51",ANACLETO GUERRERO 218,"2",HU
25 141 019,VISTA MONTA/A,"61",FRANCISCO CARDENAS 215,"2",HU
25 906 010,,"114",,"1",HU
25 140 005,VISTA MONTA/A,"59",FRANCISCO CARDENAS 214,"2",HU
25 141 004,VISTA MONTA/A,"62",ANACLETO GRRO PTE 216,"2",HU
25 141 018,VISTA MONTA/A,"59",FCO CARDENAS PTE 213,"2",HU
25 140 006,VISTA MONTA/A,"49",FRANCSICO CARDENAS 212,"2",HU
25 906 011,,"120",,"2",HU
25 101 001,,"345",,"2",M
25 141 005,VISTA MONTA/A,"59",ANACLETO GUERRERO PTE 214,"2",HU
25 141 017,VISTA MONTA/A,"48",FRANCISCO CARDENAS 211,"2",HU
25 140 007,VISTA MONTA/A,"56",FRANCISCO CARDENAS 210,"2",HU
25 141 006,VISTA MONTA/A,"48",ANACLETO GUERRERO 212,"2",HU
25 906 012,,"117",,"1",HU
25 141 016,VISTA MONTA/A,"63",FRANCISCO CARDENAS 209,"2",HU
25 140 008,VISTA MONTA/A,"49",FRANCISCO CARDENAS 208,"2",HU
25 141 007,VISTA MONTA/A,"62",ANACLETO GUERRERO 210,"2",HU
25 140 009,VISTA MONTA/A,"64",FRANCISCO CARDENAS 206,"2",HU
25 141 015,VISTA MONTA/A,"55",FCO CARDENAS PTE 207,"2",HU
25 906 013,,"118",,"2",HU
25 141 008,VISTA MONTA/A,"53",ANACLETO GUERRERO 208,"2",HU
25 141 014,VISTA MONTA/A,"52",FCO CARDENAS PTE 205,"2",HU
25 906 014,,"118",,"1",HU
25 140 010,VISTA MONTA/A,"58",FRANCISCO CARDENAS 204,"2",HU
25 141 009,VISTA MONTA/A,"51",0NACLETO GUERRERO 206,"2",HU
25 101 002,,"344",,"2",M
25 141 013,VISTA MONTA/A,"59",FRANCISCO CARDENAS 203,"2",HU
25 140 011,VISTA MONTA/A,"50",FRANCISCO CARDENAS 202,"2",HU
25 141 010,VISTA MONTA/A,"57",ANACLETO GUERRERO 204,"2",HU
25 141 012,VISTA MONTA/A,"59",FRANCISCO CARDENAS 201,"2",HU
25 141 011,VISTA MONTA/A,"56",ANACLETO GUERRERO 202,"2",HU
25 101 003,,"333",,"2",HM
25 145 001,VISTA MONTA/A,"63",FRANCISCO CARDENAS 130,"2",HU
25 146 027,VISTA MONTA/A,"54",FRANCISCO CARDENAS 127,"2",HU
25 145 002,VISTA MONTA/A,"48",FRANCISCO CARDENAS 128,"2",HU
25 146 001,VISTA MONTA/A,"55",GRAL ANACLETO GRO 126,"2",HU
25 145 003,VISTA MONTA/A,"60",FRANCISCO CARDENAS 126,"2",HU
25 146 026,VISTA MONTA/A,"55",FRANCISCO CARDENAS 125,"2",HU
25 147 021,VISTA MONTA/A,"54",ANACLETO GUERRERO 121,"2",HU
25 146 002,VISTA MONTA/A,"56",ANACLETO GRO 124,"2",HU
25 146 025,VISTA MONTA/A,"58",FRANCISCO CARDENAS 123,"2",HU
25 145 004,VISTA MONTA/A,"54",FRANCISCO CARDENAS 124,"2",HU
25 147 001,VISTA MONTA/A,"55",NICEFORO ZAMBRANO 120,"2",HU
25 101 004,,"332",,"2",HM
25 147 020,VISTA MONTA/A,"53",GRAL A GUERRERO 119,"2",HU
25 146 003,VISTA MONTA/A,"64",GRAL ANACLETO GRO 122,"2",HU
25 146 024,VISTA MONTA/A,"57",FRANCISCO CARDENAS 121,"2",HU
25 145 005,VISTA MONTA/A,"52",FRANCISCO CARDENAS 122,"2",HU
25 147 002,VILLA MONTA/A,"54",NICEFORO ZAMBRANO 118,"2",HU
25 147 019,VISTA MONTA/A,"60",GRAL A GUERRERO 117,"2",HU
25 146 004,VISTA MONTA/A,"58",GRAL ANACLETO GRO 120,"2",HU
25 146 023,VISTA MONTA/A,"58",FRANCISCO CARDENAS 119,"2",HU
25 145 006,VISTA MONTA/A,"61",FRANCISCO CARDENAS 120,"2",HU
25 147 003,VISTA MONTA/A,"61",NICEFORO ZAMBRANO 116,"2",HU
25 146 005,VISTA MONTA/A,"60",ANACLETO GUERRERO 118,"2",HU
25 147 018,VISTA MONTA/A,"54",GRAL A GUERRERO 115,"2",HU
25 146 022,VISTA MONTA/A,"60",FRANCISCO CARDENAS 117,"2",HU
25 145 007,VISTA MONTA/A,"60",FRANCISCO CARDENAS 118,"2",HU
25 147 004,VISTA MONTA/A,"55",NICEFORO ZAMBRANO 114,"2",HU
25 146 006,VISTA MONTA/A,"60",GRAL ANACLETO GRO 116,"2",HU
25 147 017,VISTA MONTA/A,"56",GRAL A GUERRERO 113,"2",HU
25 145 008,VISTA MONTA/A,"52",FRANCISCO CARDENAS 116,"2",HU
25 147 005,VISTA MONTA/A,"56",NICEFORO ZAMBRANO 112,"2",HU
25 101 005,,"326",,"2",HM
25 147 006,VISTA MONTA/A,"56",NICEFORO ZAMBRANO 119,"2",HU
25 146 007,VISTA MONTA/A,"58",GRAL ANACLETO GRO 114,"2",HU
25 147 016,VISTA MONTA/A,"56",GRAL A GUERRERO 111,"2",HU
25 146 020,VISTA MONTA/A,"61",FRANCISCO CARDENAS 113,"2",HU
25 145 009,VISTA MONTA/A,"53",FRANCISCO CARDENAS 114,"2",HU
25 146 019,VISTA MONTA/A,"58",FRANCISCO CARDENAS 111,"2",HU
25 147 015,VISTA MONTA/A,"54",GRAL A GUERRERO 109,"2",HU
